Longitude,Latitude,Name,Location,City,State,Zip,Phone,Fax,Location,Lat Long
-81.4961,30.0661,TA Jacksonville South,"I-95, Exit 329 (CR 210 W)",Jacksonville,FL,32259-2011,904-829-3946,904-824-4115,"Jacksonville, FL","30.0661, -81.4961"
-85.1837,30.7187,TA Marianna,"I-10, Exit 142 (SR 71)",Marianna,FL,32448,850-526-3303,850-482-8953,"Marianna, FL","30.7187, -85.1837"
-82.301,28.0099,TA Tampa,"I-4, Exit 10 (Mango Rd.)",Tampa,FL,33584,813-262-1560,813-262-1550,"Tampa, FL","28.0099, -82.301"
-80.511,27.6381,TA Vero Beach,"I-95, Exit 147 (SR 60)",Vero Beach,FL,32966,772-562-1791,772-569-0433,"Vero Beach, FL","27.6381, -80.511"
-82.0939,28.875,TA Wildwood,"I-75, Exit 329 (ST Rt. 44)",Wildwood,FL,34785,352-748-2501,352-748-2390,"Wildwood, FL","28.875, -82.0939"
-84.8075,34.2739,TA Cartersville,"I-75, Exit 296 (Cassville-White Rd.)",Cartersville,GA,30121,770-607-8885,770-607-7265,"Cartersville, GA","34.2739, -84.8075"
-83.4632,34.2528,TA Commerce,"I-85, Exit 149 (US 441)",Commerce,GA,30529,706-335-5198,706-335-6729,"Commerce, GA","34.2528, -83.4632"
-84.0585,33.2065,TA Atlanta South,"I-75, Exit 201 (Rt. 36)",Jackson,GA,30233-0967,770-775-2076,770-775-2807,"Jackson, GA","33.2065, -84.0585"
-83.1876,30.644,TA Lake Park,"I-75, Exit 2 (Bellville Rd.)",Lake Park,GA,31636-0430,229-559-5113,229-559-4864,"Lake Park, GA","30.644, -83.1876"
-83.4748,33.5524,TA Madison,"I-20, Exit 114 (Eatonton Rd.)",Madison,GA,30650,706-342-4176,706-342-2390,"Madison, GA","33.5524, -83.4748"
-81.3327,31.9252,TA Savannah,"I-95, Exit 87 (US 17 S)",Savannah,GA,31324-0280,912-756-3381,912-756-3273,"Savannah, GA","31.9252, -81.3327"
-95.8536,41.2287,TA Council Bluffs,"I-80, Exit 3 (I-29)",Council Bluffs,IA,51501,712-366-2217,712-366-6939,"Council Bluffs, IA","41.2287, -95.8536"
-90.7815,41.6179,TA Walcott,"I-80, Exit 284 (Rt. Y 40)",Walcott,IA,52773,563-284-6961,563-468-5520,"Walcott, IA","41.6179, -90.7815"
-116.1994,43.5656,TA Boise,"I-84, Exit 54 (S. Broadway Ave.)",Boise,ID,83705,208-344-1091,208-345-7560,"Boise, ID","43.5656, -116.1994"
-89.0262,40.488,TA Bloomington,"I-55/I-74/I-39, Exit 160 (W. Market St.)",Bloomington,IL,61701,309-827-4676,309-828-6651,"Bloomington, IL","40.488, -89.0262"
-87.951,42.4857,TA Chicago North,"I-94, Exit 1/1A (Russell Rd.)",Chicago North,IL,60075-0099,847-395-5580,847-395-6092,"Chicago North, IL","42.4857, -87.951"
-88.5662,39.1364,TA Effingham,"I-57/ I-70, Exit 160 (N. Kellar Dr.)",Effingham,IL,62401-1388,217-347-7183,217-342-4029,"Effingham, IL","39.1364, -88.5662"
-88.5095,42.1451,TA Elgin,"I-90, Exit 42 (Marengo-Hampshire)",Elgin,IL,60140,847-683-4550,847-683-4059,"Elgin, IL","42.1451, -88.5095"
-88.4203,41.3917,TA Morris,"1-80, Exit 112B (Rt. 47)",Morris,IL,,815-942-5690,815-942-4371,"Morris, IL","41.3917, -88.4203"
-88.9594,38.3134,TA Mt. Vernon,"I-57/ I-64, MM 95 (Broadway)",Mt. Vernon,IL,62864,618-244-4242,618-244-9182,"Mt. Vernon, IL","38.3134, -88.9594"
-89.9098,38.7338,TA Troy,"I-55/I-70, Exit 18 (Rt. 162)",Troy,IL,62294,618-667-9931,618-667-8051,"Troy, IL","38.7338, -89.9098"
-86.4807,39.6113,TA Clayton,"I-70, Exit 59 (SR 39)",Clayton,IN,46118-9184,317-539-6515,317-539-5370,"Clayton, IN","39.6113, -86.4807"
-87.4045,41.573,TA Gary,"I-80/ I-94, Exit 6 (Burr St.)",Gary,IN,46406,219-845-3721,219-844-0937,"Gary, IN","41.573, -87.4045"
-87.2393,41.5906,TA Lake Station,"I-80/I-94, Exit 15B (Ripley St.)",Lake Station,IN,46405,219-962-6552,219-962-4573,"Lake Station, IN","41.5906, -87.2393"
-87.0957,41.6129,TA Porter,"I-94, Exit 22B (US Hwy 20)",Porter,IN,46304,219-926-8566,219-926-7584,"Porter, IN","41.6129, -87.0957"
-85.8366,38.9576,TA Seymour,"I-65, Exit 50 (SR 50)",Seymour,IN,47274-3593,812-522-6622,812-523-6699,"Seymour, IN","38.9576, -85.8366"
-86.357,39.9478,TA Whitestown,"I-65, Exit 130 (SR 334)",Whitestown,IN,46075-9801,317-769-3291,317-769-6899,"Whitestown, IN","39.9478, -86.357"
-95.7272,38.4276,TA Beto Junction,"I-35, Exit 155 (US 75)",Lebo,KS,66856,620-256-6311,620-256-6107,"Lebo, KS","38.4276, -95.7272"
-100.811,39.1188,TA Oakley,"I-70, Exit 76 (US 40)",Oakley,KS,67748,785-672-3062,785 672-3416,"Oakley, KS","39.1188, -100.811"
-84.6447,39.0001,TA Florence,"I-75, Exit 181 (Rt. 18)",Florence,KY,41042,859-371-7166,859-283-5743,"Florence, KY","39.0001, -84.6447"
-84.6266,38.9172,TA Walton,"I-75/I-71, Exit 175 (Rt. 338)",Walton,KY,41094-9526,859-485-4111,859-485-4772,"Walton, KY","38.9172, -84.6266"
-93.9493,32.4461,TA Greenwood,"I-20, Exit 5 (Greenwood Rd.)",Greenwood,LA,71033,318-938-5411,318-938-5003,"Greenwood, LA","32.4461, -93.9493"
-92.0381,30.2521,TA Lafayette,"I-10, Exit 101 (N. University Ave.)",Lafayette,LA,70507-6399,337-237-0176,337-235-1713,"Lafayette, LA","30.2521, -92.0381"
-89.7511,30.2864,TA Slidell,"I-10, Exit 266 (US 190)",Slidell,LA,70458-1361,985-643-9974,985-649-1676,"Slidell, LA","30.2864, -89.7511"
-91.2006,32.3886,TA Tallulah,"I-20, Exit 171 (US Hwy 65)",Tallulah,LA,71282,318-574-5900,318-574-4671,"Tallulah, LA","32.3886, -91.2006"
-76.5488,39.2775,TA Baltimore,"I-95, Exit 57 (O'Donnell St.)",Baltimore,MD,21224,410-633-4611,410-633-4613,"Baltimore, MD","39.2775, -76.5488"
-76.7828,39.1667,TA Baltimore South,"I-95, Exit 41A (Rt. 175)",Baltimore,MD,20794,410-799-3835,410-799-7736,"Baltimore, MD","39.1667, -76.7828"
-75.7974,39.6436,TA Elkton,"I-95, Exit 109B (Elkton Rd.)",Elkton,MD,21921,410-398-7000,410-398-9124,"Elkton, MD","39.6436, -75.7974"
-83.8764,42.2963,TA Ann Arbor,"I-94, Exit 167 (Baker Rd.)",Ann Arbor,MI,48130,734-426-3951,734-426-8558,"Ann Arbor, MI","42.2963, -83.8764"
-83.3632,41.9267,TA Monroe,"I-75, Exit 15 (SR 50)",Monroe,MI,48162,734-384-7952,734-240-0453,"Monroe, MI","41.9267, -83.3632"
-83.869,43.3517,TA Saginaw,"I-75, Exit 144 (Bridgeport)",Saginaw,MI,48722-9566,989-777-7650,989-777-9770,"Saginaw, MI","43.3517, -83.869"
-86.6001,41.8845,TA Sawyer,"I-94, Exit 12 (Sawyer Rd.)",Sawyer,MI,49125,269-426-4884,269-426-3719,"Sawyer, MI","41.8845, -86.6001"
-93.5492,45.1969,TA Rogers,"I-94, Exit 207 (Hwy 101)",Rogers,MN,55374-0238,763-428-2277,763-428-2007,"Rogers, MN","45.1969, -93.5492"
-93.5678,38.9941,TA Concordia,"I-70, Exit 58 (Rt. 23)",Concordia,MO,64020-0745,660-463-2001,660-463-2046,"Concordia, MO","38.9941, -93.5678"
-90.9495,38.8171,TA Foristell,"I-70, Exit 203 (CR W)",Foristell,MO,63348-0069,636-673-2295,636-673-2821,"Foristell, MO","38.8171, -90.9495"
-89.5346,36.7582,TA Matthews,"I-55, Exit 58 (Hwy 80)",Matthews,MO,63867,573-471-8644,573-471-6927,"Matthews, MO","36.7582, -89.5346"
-93.8065,37.0948,TA Mt. Vernon,"I-44, Exit 46 (SR 39)",Mt.Vernon,MO,65712,417-466-9230,417-466-3587,"Mt.Vernon, MO","37.0948, -93.8065"
-94.1302,39.0176,TA Oak Grove,"I-70, Exit 28 (Rt. H)",Oak Grove,MO,64075,816-690-4115,816-625-4555,"Oak Grove, MO","39.0176, -94.1302"
-93.1152,37.2745,TA Strafford,"I-44, Exit 88 (SR 125)",Strafford,MO,65757-0069,417-736-2161,417-736-3486,"Strafford, MO","37.2745, -93.1152"
-88.5826,32.3962,TA Meridian,"I-20, Exit 160 (I-59)",Meridian,MS,39301,601-483-7611,601-483-8269,"Meridian, MS","32.3962, -88.5826"
-82.754,35.5432,TA Candler,"I-40, Exit 37 (Wiggins Rd.)",Candler,NC,28715,828-665-1156,828-665-0890,"Candler, NC","35.5432, -82.754"
-79.5636,36.0635,TA Greensboro,"I-85/I-40, Exit 138 (Hwy 61)",Greensboro,NC,27377-0218,336-449-6060,336-449-0301,"Greensboro, NC","36.0635, -79.5636"
-98.496,40.7998,TA Grand Island,"I-80, Exit 305 (Alda Rd.)",Alda,NE,68810-0167,308-382-5902,308-382-1229,"Alda, NE","40.7998, -98.496"
-101.7116,41.1138,TA Ogallala,"I-80, Exit 126 (Rt. 61)",Ogallala,NE,69153-3198,308-284-3667,308-284-3823,"Ogallala, NE","41.1138, -101.7116"
-70.8182,43.0431,TA Greenland,"I-95, Exit 3 (Nthbnd); Exit 3B (Sthbnd)",Greenland,NH,3840,603-436-3636,603-436-1575,"Greenland, NH","43.0431, -70.8182"
-75.075,40.6594,TA Bloomsbury,"I-78, Exit 7 (Rt. 173)",Bloomsbury,NJ,8804,908-479-4136,908-479-4533,"Bloomsbury, NJ","40.6594, -75.075"
-75.0969,40.9317,TA Columbia/Norman Knight Columbia Travel Center,"I-80, Exit 4 (Rt. 94)",Columbia,NJ,07832-0305,908-496-4124,908-496-4809,"Columbia, NJ","40.9317, -75.0969"
-75.2385,39.819,TA Paulsboro,"I-295, Exit 18 (Berkley Rd.)",Paulsboro,NJ,8066,856-423-5500,856-423-6261,"Paulsboro, NJ","39.819, -75.2385"
-106.6247,35.1111,TA Albuquerque,"I-40,Exit 159A(E),159D(W)/I-25,Exit 225(Nthbnd):Exit 227(Sthbnd)",Albuquerque,NM,87107,505-884-1066,505-881-0245,"Albuquerque, NM","35.1111, -106.6247"
-108.8359,35.5059,TA Gallup,"I-40, Exit 16 (Hwy 66)",Gallup,NM,87301-6841,505-863-6801,505-722-5106,"Gallup, NM","35.5059, -108.8359"
-106.8115,32.2977,TA Las Cruces,"I-10, Exit 139 (Rt. 292)",Las Cruces,NM,88005-4113,575-527-7400,575-523-6876,"Las Cruces, NM","32.2977, -106.8115"
-106.065,35.0095,TA Moriarty,"I-40, Exit 194 (US Rt. 66 W.)",Moriarty,NM,87035,505-832-4421,505-832-6643,"Moriarty, NM","35.0095, -106.065"
-104.6407,34.9443,TA Santa Rosa,"I-40/Rt. 54/Rt. 84, Exit 277",Santa Rosa,NM,88435-0372,575-472-3432,575-472-3717,"Santa Rosa, NM","34.9443, -104.6407"
-115.1873,36.0433,TA Las Vegas,"I-15, Exit 33 (Blue Diamond Rd.)",Las Vegas,NV,89139,702-361-1176,702-361-6349,"Las Vegas, NV","36.0433, -115.1873"
-118.056,40.6932,TA Mill City,"I-80, Exit 151 (West) Exit 149 (East)",Mill City,NV,89418,775-538-7311,775-538-7319,"Mill City, NV","40.6932, -118.056"
-119.7361,39.5351,TA Sparks,"I-80, Exit 19 (McCarren Blvd.)",Sparks,NV,89431-5419,775-359-0550,775-332-1960,"Sparks, NV","39.5351, -119.7361"
-75.8418,42.1013,TA Binghamton,"I-81, Exit 2W (N); Exit 3 (S)",Binghamton,NY,13904,607-775-3500,607-775-1528,"Binghamton, NY","42.1013, -75.8418"
-78.4073,43.0049,TA Pembroke,"I-90, Exit 48A (St. Rt. 77)",Corfu,NY,14036-0276,585-599-4577,585-599-3456,"Corfu, NY","43.0049, -78.4073"
-77.7195,42.5662,TA Dansville,"I-390, Exit 5 (Commerce Dr.)",Dansville,NY,14437,585-335-6023,585-335-2090,"Dansville, NY","42.5662, -77.7195"
-74.3629,42.9488,TA Fultonville,"I-90, Exit 28 (Riverside Dr.)",Fultonville,NY,12072,518-853-3411,518-853-4523,"Fultonville, NY","42.9488, -74.3629"
-74.2207,41.5042,TA Maybrook,"I-84, Exit 5 (Neelytown Rd.)",Maybrook,NY,12549,845-457-3163,845-457-3492,"Maybrook, NY","41.5042, -74.2207"
-81.4295,40.8788,TA North Canton,"I-77, Exit 111 (Portage St.)",Canton,OH,44720,330-494-7507,330-494-7911,"Canton, OH","40.8788, -81.4295"
-84.6282,39.84,TA Dayton,"I-70, Exit 10 (SR 127)",Eaton,OH,45320-0030,937-456-5521,937-456-1273,"Eaton, OH","39.84, -84.6282"
-82.5349,39.9389,TA Hebron,"I-70, Exit 126 (OH 37)",Hebron,OH,43025-0520,740-467-2900,740-467-3358,"Hebron, OH","39.9389, -82.5349"
-83.6038,39.6166,TA Jeffersonville,"I-71, Exit 65 (US 35)",Jeffersonville,OH,43128-0068,740-948-2365,740-948-2564,"Jeffersonville, OH","39.6166, -83.6038"
-80.6671,41.8765,TA Kingsville,"I-90, Exit 235 (St. Rte 193)",Kingsville,OH,44048,440-224-2035,440-224-0446,"Kingsville, OH","41.8765, -80.6671"
-81.9078,41.0322,TA Lodi,"I-71, Exit 209 (Rt. 224/I-76)",Lodi,OH,44273-0125,330-769-2053,330-769-4609,"Lodi, OH","41.0322, -81.9078"
-83.3796,39.9538,TA London,"I-70, Exit 79 (Rt. 42)",London,OH,43140-0560,740-852-3810,740-852-4559,"London, OH","39.9538, -83.3796"
-84.0966,41.4146,TA Napoleon,"US 24/US 6, Exit 41 (Industrial Dr.)",Napoleon,OH,43545,419-599-0065,419-592-0988,"Napoleon, OH","41.4146, -84.0966"
-83.4624,41.5215,TA Toledo,"I-80/90, Exit 71; I-280, Exit 1A",Toledo,OH,43551-9750,419-837-5017,419-837-6186,"Toledo, OH","41.5215, -83.4624"
-84.1656,40.5582,TA Wapakonenta,"I-75, Exit 111 (SR 33)",Wapakoneta,OH,45895,419-738-2550,419-738-8996,"Wapakoneta, OH","40.5582, -84.1656"
-80.7653,41.1225,TA Youngstown,"I-80, Exit 223A (Rt. 46)",Youngstown,OH,44515,330-793-4426,330-793-7889,"Youngstown, OH","41.1225, -80.7653"
-97.6556,35.458,TA Oklahoma City East,"I-40, Exit 142 (S. Council Rd.)",Oklahoma City,OK,73128-4218,405-787-7411,405-789-2561,"Oklahoma City, OK","35.458, -97.6556"
-97.6906,35.4617,TA Oklahoma City West,"I-40, Exit 140 (S. Morgan Rd.)",Oklahoma City,OK,73128,405-324-5376,405-324-8037,"Oklahoma City, OK","35.4617, -97.6906"
-99.5946,35.3355,TA Sayre,"I-40, Exit 26 (Cemetary Rd.)",Sayre,OK,73662,580-928-5571,580-928-5425,"Sayre, OK","35.3355, -99.5946"
-123.057,44.1363,TA Coburg,"I-5, Exit 199 (Coburg)",Coburg,OR,97408,541-868-2855,541-683-2301,"Coburg, OR","44.1363, -123.057"
-122.8072,45.2361,TA Aurora,"I-5, Exit 278 (Ethlan Rd. NE)",Aurora,OR,97002,503-678-2111,503-678-2571,"Aurora, OR","45.2361, -122.8072"
-122.3958,45.5438,TA Troutdale,"I-84, Exit 17 (NW Frontage Rd.)",Troutdale,OR,97060,503-666-1588,506-665-3746,"Troutdale, OR","45.5438, -122.3958"
-79.9758,41.1992,TA Barkeyville,"I-80, Exit 29 (SR 8)",Harrisville,PA,16038-9641,814-786-7988,814-786-9000,"Harrisville, PA","41.1992, -79.9758"
-76.4928,41.0143,TA Bloomsburg,"I-80, Exit 232 (Mall Blvd.)",Bloomsburg,PA,17815,570-784-9400,570-784-9441,"Bloomsburg, PA","41.0143, -76.4928"
-78.235,40.0018,TA Breezewood,"I-76, Exit 161/I-70, Exit US 30",Breezewood,PA,15533-0287,814-735-2011,814-735-4494,"Breezewood, PA","40.0018, -78.235"
-79.0992,41.1729,TA Brookville,"I-80, Exit 78 (Allegheny Blvd.)",Brookville,PA,15825-8211,814-849-3051,814-849-5259,"Brookville, PA","41.1729, -79.0992"
-77.7126,39.7846,TA Greencastle,"I-81, Exit 5 (Rt. 16)",Greencastle,PA,17225,717-597-7762,717-597-3506,"Greencastle, PA","39.7846, -77.7126"
-79.9246,42.1409,TA Harborcreek,"I-90, Exit 35 (SR 531)",Harborcreek,PA,16510,814-899-1919,814-899-7918,"Harborcreek, PA","42.1409, -79.9246"
-76.7241,40.355,TA Harrisburg,"I-81, Exit 77 (Rt. 39)",Harrisburg,PA,17112-0535,717-652-4556,717-657-5012,"Harrisburg, PA","40.355, -76.7241"
-77.521,41.0275,TA Lamar,"I-80, Exit 173 (Nittany Valley Dr.)",Lamar,PA,16848-0278,570-726-4996,570-726-4172,"Lamar, PA","41.0275, -77.521"
-77.763,40.9589,TA Milesburg,"I-80, Exit 158 (N. Eagle Valley Dr.)",Milesburg,PA,16853,814-355-7561,814-355-1425,"Milesburg, PA","40.9589, -77.763"
-79.8065,34.2364,TA Florence,"I-95, Exit 164 (Hwy 52)",Florence,SC,29501,843-292-0386,843-667-6976,"Florence, SC","34.2364, -79.8065"
-80.242,33.7046,TA Manning/Jimmy Ardis Manning Travel Center,"I-95, Exit 119 (SR 261)",Manning,SC,29102,803-473-2568,803-473-2822,"Manning, SC","33.7046, -80.242"
-82.11,34.914,TA Spartanburg,"I-85 & S.R. 290, Exit 63",Spartanburg,SC,29334-9647,864-433-0711,864-433-1495,"Spartanburg, SC","34.914, -82.11"
-86.6184,36.015,TA Antioch,"I-24, Exit 62 (Old Hickory Blvd.)",Antioch,TN,37013,615-641-6731,615-641-3353,"Antioch, TN","36.015, -86.6184"
-89.0557,35.5955,TA Denmark,"I-40, Exit 68 (US Hwy 138)",Denmark,TN,38391-9998,731-424-5591,731-424-7160,"Denmark, TN","35.5955, -89.0557"
-86.8299,35.8603,TA Franklin,"I-65, Exit 61 (Peytonsville Rd.)",Franklin,TN,37064,615-794-8406,615-790-6510,"Franklin, TN","35.8603, -86.8299"
-82.8354,36.3254,TA Greeneville,"I-81, Exit 36 (Van Hill Rd.)",Greeneville,TN,37745,423-234-4451,423-234-6201,"Greeneville, TN","36.3254, -82.8354"
-84.1473,35.9096,TA Knoxville,"I-40/I-75, Exit 374 (Lovell Rd.)",Knoxville,TN,37932-3297,865-966-6781,865-966-1484,"Knoxville, TN","35.9096, -84.1473"
-84.2379,35.8731,TA Knoxville West,"I-40/I-75, Exit 369 (Watt Rd.)",Knoxville,TN,37922-1112,865-531-7676,865-531-8701,"Knoxville, TN","35.8731, -84.2379"
-86.7721,36.1716,TA Nashville,"I-24, Exit 48 (James Robertson Pkwy)",Nashville,TN,37213,615-244-3682,615-255-2054,"Nashville, TN","36.1716, -86.7721"
-101.7589,35.1915,TA Amarillo,"I-40, Exit (E. Interstate 40)",Amarillo,TX,79118,806-342-3080,806-371-8486,"Amarillo, TX","35.1915, -101.7589"
-95.0311,29.7967,TA Baytown,"I-10, Exit 789 (Thompson Rd.)",Baytown,TX,77522,281-424-7772,281-424-3372,"Baytown, TX","29.7967, -95.0311"
-101.49,32.2648,TA Big Spring,"I-20, Exit 177 (Hwy 87)",Big Spring,TX,79720,432-264-4444,432-263-0418,"Big Spring, TX","32.2648, -101.49"
-96.7517,32.6534,TA Dallas South,"I-20, Exit 472 (I-635)",Dallas South,TX,75241,469-941-3150,469-941-3158,"Dallas South, TX","32.6534, -96.7517"
-97.1767,33.2622,TA Denton,"I-35, Exit 471 (SR 77)",Denton,TX,76207,940-383-1458,940-898-1527,"Denton, TX","33.2622, -97.1767"
-98.1435,26.3845,TA Edinburg,"Hwy 281, Exit FM 2812",Edinburg,TX,78541-7060,956-383-0788,956-383-2310,"Edinburg, TX","26.3845, -98.1435"
-96.5034,29.0496,TA Ganado,"US 59, Exit 522E",Ganado,TX,77962,361-771-3504,361-771-1984,"Ganado, TX","29.0496, -96.5034"
-99.4634,27.6875,TA Laredo/Henry Albert Laredo Travel Center,"I-35, Exit 13 (Beltway Pkwy)",Laredo,TX,78045,956-724-2016,956-724-2511,"Laredo, TX","27.6875, -99.4634"
-98.0579,29.7489,TA New Braunfels,"I-35, Exit 193",New Braunfels,TX,78130,830-608-9395,830-608-0382,"New Braunfels, TX","29.7489, -98.0579"
-96.45,32.9074,TA Rockwall,"I-30, Exit 68 (St Hwy 205)",Rockwall,TX,75087,972-722-7450,214-771-4435,"Rockwall, TX","32.9074, -96.45"
-85.2621,39.8488,TA Goasis New Lisbon,"I-70, Exit 131",New Lisbon,IN,47366,765-332-2172,765-332-2051,"New Lisbon, IN","39.8488, -85.2621"
-98.3618,29.4433,TA San Antonio,"I-10, Exit 583",San Antonio,TX,78219,210-310-0145,210-661-3109,"San Antonio, TX","29.4433, -98.3618"
-100.4433,32.4486,TA Sweetwater,"I-20, Exit 242 (Hopkins Rd)",Sweetwater,TX,79556-1578,325-235-8488,325-235-3703,"Sweetwater, TX","32.4486, -100.4433"
-96.2441,32.6908,TA Terrell,"I-20, Exit 503 (Wilson Rd)",Terrell,TX,75161,972-563-6939,972-563-5862,"Terrell, TX","32.6908, -96.2441"
-112.8291,37.8607,TA Parowan,"I-15, Exit 78 (N. Main St.)",Parowan,UT,84761,435-477-3311,435-477-8713,"Parowan, UT","37.8607, -112.8291"
-112.2629,40.6899,TA Tooele,"I-80, Exit 99 (Hwy 36)",Salt Lake City,UT,84074,801-250-8585,801-252-2224,"Salt Lake City, UT","40.6899, -112.2629"
-77.4631,37.7598,TA Ashland,"I-95, Exit 92 (Rt. 54)",Ashland,VA,23005-0712,804-798-6011,804-798-7342,"Ashland, VA","37.7598, -77.4631"
-77.4479,37.7237,TA Richmond,"I-95, Exit 89 (Lewistown Rd)",Ashland,VA,23005,804-798-6021,804-752-6665,"Ashland, VA","37.7237, -77.4479"
-81.0676,36.9651,TA Wytheville,"I-77, Exit 41/I-81, Exit 72 (Peppers Ferry Rd.)",Wytheville,VA,24382,276-228-8676,276-228-8504,"Wytheville, VA","36.9651, -81.0676"
-121.7181,47.4683,TA Seattle East,"I-90, Exit 34 (468th Ave. SE)",Seattle East,WA,98045,425-888-1119,425-888-9392,"Seattle East, WA","47.4683, -121.7181"
-92.6785,44.9655,TA Hudson,"I-94, Exit 4 (US 12)",Hudson,WI,54016-0630,715-386-5835,715-386-1149,"Hudson, WI","44.9655, -92.6785"
-88.9793,42.7143,TA Janesville,"I-90/I-39, Exit 171C (Hwy 14)",Janesville,WI,53547-8218,608-752-8700,608-752-4604,"Janesville, WI","42.7143, -88.9793"
-89.3255,43.1745,TA Madison,"I-90/ I-94, Exit 132 (Hwy 51)",Madison,WI,53532,608-249-9000,608-246-0359,"Madison, WI","43.1745, -89.3255"
-81.935,38.4543,TA Hurricane,"I-64, Exit 39 (SR 34)",Hurricane,WV,25526-9772,304-757-7600,304-757-7818,"Hurricane, WV","38.4543, -81.935"
-80.5677,40.0694,TA Wheeling,"I-70, Exit 11 (Dallas Pk)",Wheeling,WV,26060-0008,304-547-1521,304-547-9454,"Wheeling, WV","40.0694, -80.5677"
