Longitude,Latitude,Name,Location,City,State,Zip,Phone,Fax,Location,Lat Long
-97.5989,40.8182,Petro York/Charley Endorf York Stopping Center,I-80- Exit 353 (US Hwy 81),York,NE,68467,(402) 362-1776,(402) 362-4424,"York, NE","40.8182, -97.5989"
-74.7131,40.1234,Petro Bordentown,I-295 Exit 57- NJ Turnpike- Exit 7,Bordentown,NJ,8505,(609) 298-6070,(609) 227-5033,"Bordentown, NJ","40.1234, -74.7131"
-107.993,32.2386,Petro Deming,I-10- Exit 68,Deming,NM,88030,575-546-7070,575-546-4046,"Deming, NM","32.2386, -107.993"
-107.904,35.181,Petro Milan,I-40- Exit 79 (Horizon Blvd.),Milan,NM,87021,(505) 285-6648,(505) 876-2830,"Milan, NM","35.181, -107.904"
-115.026,36.2797,Petro North Las Vegas/Linda & Bob Caffee N. Las Vegas Stopping Center,I-15- Exit 54 (Speedway Blvd.),North Las Vegas,NV,89115,(702) 632-2640,(702) 632-2645,"North Las Vegas, NV","36.2797, -115.026"
-119.709,39.5233,Petro Sparks,I-80- Exit 21,Sparks,NV,89431,(775) 355-8888,(775) 353-8605,"Sparks, NV","39.5233, -119.709"
-114.956,41.101,Petro Wells,1440 6th. Street,Wells,NV,89835,775-752-2000,775-752-2022,"Wells, NV","41.101, -114.956"
-76.8454,42.9653,Petro Waterloo,I-90- Exit 41,Waterloo,NY,13165,(315) 220-6550,(315) 539-9350,"Waterloo, NY","42.9653, -76.8454"
-80.7172,41.1408,Petro Girard,I-80- Exit 226 (Salt Spring Rd.),Girard,OH,44420,(330) 544-6400,(330) 505-3742,"Girard, OH","41.1408, -80.7172"
-84.1045,41.4178,Petro Napoleon,US 6/24- Exit 41(Industrial Dr.),Napoleon,OH,43545,(419) 599-3835,(419) 599-3833,"Napoleon, OH","41.4178, -84.1045"
-84.8111,39.8346,Petro New Paris,I-70- Exit 156B (US 40),New Paris,OH,45347,(937) 437-8593,(937) 437-1066,"New Paris, OH","39.8346, -84.8111"
-83.6475,41.1738,Petro North Baltimore,I-75- Exit 167,North Baltimore,OH,45872,(419) 257-3744,(419) 257-5128,"North Baltimore, OH","41.1738, -83.6475"
-83.4664,41.5355,Petro Perrysburg,I-80- Exit 71/I-280- Exit 1B,Perrysburg,OH,43551,(419) 837-9725,(419) 837-3326,"Perrysburg, OH","41.5355, -83.4664"
-97.4755,35.4662,Petro Oklahoma City,I-40E/ I-35- Exit 127/I-40W- Exit 154/I-35S- Exit@ I-40E,Oklahoma City,OK,73117,(405) 228-7040,(405) 228-7047,"Oklahoma City, OK","35.4662, -97.4755"
-122.812,42.2795,Petro Phoenix,I-5- Exit 24,Phoenix,OR,97535,(541) 535-3372,(541) 512-3041,"Phoenix, OR","42.2795, -122.812"
-77.1418,40.2319,Petro Carlisle,I-81- Exit 52/I-76- Exit 226,Carlisle,PA,17013,(717) 249-1919,(717) 258-2339,"Carlisle, PA","40.2319, -77.1418"
-75.7417,41.3302,Petro Scranton,I-81- Exit 178B,DuPont,PA,18641,(570) 654-5111,(570) 654-3682,"DuPont, PA","41.3302, -75.7417"
-79.7321,34.2665,Petro Florence,I-95- Exit 169,Florence,SC,29501,843-669-5736,843-269-2077,"Florence, SC","34.2665, -79.7321"
-87.0955,36.0824,Petro Kingston Springs,1-40- Exit 188 (Luyben Hills Road),Kingston Springs,TN,37082,(615) 952-3208,(615) 952-6917,"Kingston Springs, TN","36.0824, -87.0955"
-84.2361,35.875,Petro Knoxville,I-40/I-75- Exit 369 (Watt Road),Knoxville,TN,37922,(865) 693-6542,(865) 560-3730,"Knoxville, TN","35.875, -84.2361"
-101.744,35.1917,Petro Amarillo,I-40- Exit 75 (Lakeside Drive),Amarillo,TX,79120,(806) 372-4899,(806) 378-3634,"Amarillo, TX","35.1917, -101.744"
-94.1561,30.037,Petro Beaumont,I-10- Exit 848 (Walden Road),Beaumont,TX,77705,(409) 842-9600,(409) 842-7228,"Beaumont, TX","30.037, -94.1561"
-97.0552,32.0794,Petro Carl's Corner,I-35E- Exit 374 (North Side),Hillsboro,TX,76645,254-714-3000,254-714-3002,"Hillsboro, TX","32.0794, -97.0552"
-106.242,31.6609,Petro El Paso,I-10- Exit 37 (Horizon Blvd.),El Paso,TX,79927,(915) 790-4529,(915) 790-4528,"El Paso, TX","31.6609, -106.242"
-99.1158,28.8996,Petro Pearsall,I-35- Exit 101 (Frontage Rd.),Pearsall,TX,78061,830-334-8222,830-334-2395,"Pearsall, TX","28.8996, -99.1158"
-98.3799,29.4376,Petro San Antonio,I-10- Exit 582 (Ackerman Road),San Antonio,TX,78219,(210) 661-9416,(210) 662-5325,"San Antonio, TX","29.4376, -98.3799"
-106.58,31.9581,Petro Vinton,I-10- Exit 2 (Vinton Rd.),Canutillo,TX,79835,(915) 886-5761,(915) 886-5767,"Canutillo, TX","31.9581, -106.58"
-97.7654,32.7389,Petro Weatherford,I-20- Exit 409 (Clear Lake Rd.),Weatherford,TX,76086,(817) 599-9411,(817) 598-5524,"Weatherford, TX","32.7389, -97.7654"
-81.7793,36.7708,Petro Glade Spring,I-81- Exit 29,Glade Spring,VA,24340,(276) 429-6000,(276) 429-2985,"Glade Spring, VA","36.7708, -81.7793"
-79.2292,37.929,Petro Raphine,I-81- Exit 205,Raphine,VA,24472,(540) 377-2111,(540) 377-5729,"Raphine, VA","37.929, -79.2292"
-117.561,47.5906,Petro Spokane,I-90- Exit 272,Spokane,WA,99224,(509) 842-1100,(509) 842-1105,"Spokane, WA","47.5906, -117.561"
-89.498,43.4864,Petro Portage,I-90/I-94/I-39- Exit 108A (Hwy 78S),Portage,WI,53901,(608) 742-6551,(608) 742-6534,"Portage, WI","43.4864, -89.498"
-87.9561,42.7251,Petro Racine,I-94- Exit 333 (Hwy 20),Sturtevant,WI,53177,(262) 884-7500,(262) 884-0778,"Sturtevant, WI","42.7251, -87.9561"
-105.619,41.3287,Petro Laramie,I-80- Exit 310 (Curtis),Laramie,WY,82070,(307) 745-6480,(307) 721-6741,"Laramie, WY","41.3287, -105.619"
,,,,,,,,,",",
